Phage accession	Host lineage
DQ115826.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115827.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115828.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115829.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115830.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115831.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115832.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115833.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115834.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115835.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115836.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115837.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115838.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ115839.1	{'genus': ['Synechococcus'], 'family': ['Synechococcaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
DQ222851.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
DQ222855.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
DQ289556.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
DQ394806.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
DQ394807.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
DQ394808.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
DQ394809.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
DQ394810.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
DQ398041.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398042.2	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398043.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398044.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398045.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398048.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398049.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398050.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398051.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398052.2	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ398053.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ426905.1	{'genus': ['Mannheimia'], 'family': ['Pasteurellaceae'], 'order': ['Pasteurellales'], 'phylum': ['Proteobacteria']}
DQ431235.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
DQ499600.1	{'genus': ['Corynebacterium'], 'family': ['Corynebacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
DQ785801.1	{'genus': ['Sodalis'], 'family': ['Pectobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
DQ838728.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
DQ908929.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
EF071488.1	{'genus': ['Pyrococcus'], 'family': ['Thermococcaceae'], 'order': ['Thermococcales'], 'phylum': ['Euryarchaeota']}
EF108464.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
EF204939.1	{'genus': ['not defined'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
EF432053.1	{'genus': ['Acidianus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
EF489910.1	{'genus': ['Stenotrophomonas'], 'family': ['Xanthomonadaceae'], 'order': ['Xanthomonadales'], 'phylum': ['Proteobacteria']}
EF536069.1	{'genus': ['Mycolicibacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EF579802.1	{'genus': ['Microbacterium'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
EU030938.1	{'genus': ['Sulfolobus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
EU030939.1	{'genus': ['Sulfolobus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
EU078592.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
EU203571.2	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU307291.1	{'genus': ['Burkholderia'], 'family': ['Burkholderiaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
EU307292.1	{'genus': ['Burkholderia'], 'family': ['Burkholderiaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
EU307293.1	{'genus': ['Burkholderia'], 'family': ['Burkholderiaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
EU307294.1	{'genus': ['Burkholderia'], 'family': ['Burkholderiaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
EU307295.1	{'genus': ['Burkholderia'], 'family': ['Burkholderiaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
EU307301.1	{'genus': ['Burkholderia'], 'family': ['Burkholderiaceae'], 'order': ['Burkholderiales'], 'phylum': ['Proteobacteria']}
EU418428.2	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
EU515216.1	{'genus': ['Aeromonas'], 'family': ['Aeromonadaceae'], 'order': ['Aeromonadales'], 'phylum': ['Proteobacteria']}
EU515217.1	{'genus': ['Aeromonas'], 'family': ['Aeromonadaceae'], 'order': ['Aeromonadales'], 'phylum': ['Proteobacteria']}
EU545650.1	{'genus': ['Acidianus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
EU622808.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
EU744248.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU744249.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU744250.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU744251.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU744252.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU770221.1	{'genus': ['Mycolicibacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU770222.1	{'genus': ['Mycolicibacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU816588.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU816589.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU816590.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU816591.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU826466.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU826467.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU826468.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU826469.2	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU826470.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU826471.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
EU982300.1	{'genus': ['Pseudomonas'], 'family': ['Pseudomonadaceae'], 'order': ['Pseudomonadales'], 'phylum': ['Proteobacteria']}
FJ168661.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ168662.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ174690.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ174691.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ174692.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ174693.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ174694.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ375326.1	{'genus': ['Mesorhizobium'], 'family': ['Phyllobacteriaceae'], 'order': ['Rhizobiales'], 'phylum': ['Proteobacteria']}
FJ483837.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ483838.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ483839.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ483841.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ483842.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ483844.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ539132.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ539133.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ539134.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FJ641182.1	{'genus': ['Mycolicibacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
FJ706171.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
FJ706172.1	{'genus': ['Propionibacterium'], 'family': ['Propionibacteriaceae'], 'order': ['Propionibacteriales'], 'phylum': ['Actinobacteria']}
FJ848884.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FJ867910.1	{'genus': ['Roseobacter'], 'family': ['Rhodobacteraceae'], 'order': ['Rhodobacterales'], 'phylum': ['Proteobacteria']}
FJ867911.1	{'genus': ['Roseobacter'], 'family': ['Rhodobacteraceae'], 'order': ['Rhodobacterales'], 'phylum': ['Proteobacteria']}
FJ867913.1	{'genus': ['Roseobacter'], 'family': ['Rhodobacteraceae'], 'order': ['Rhodobacterales'], 'phylum': ['Proteobacteria']}
FJ867914.1	{'genus': ['Roseobacter'], 'family': ['Rhodobacteraceae'], 'order': ['Rhodobacterales'], 'phylum': ['Proteobacteria']}
FJ870915.1	{'genus': ['Sulfolobus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
FJ870916.1	{'genus': ['Sulfolobus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
FJ870917.1	{'genus': ['Acidianus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
FM164764.1	{'genus': ['Stygiolobus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
FM864213.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FN436268.1	{'genus': ['Acaryochloris'], 'family': ['Acaryochloridaceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
FN582354.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FN997652.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FO818745.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
FR671405.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FR671406.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FR671407.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FR671408.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FR671409.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FR671410.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FR671411.1	{'genus': ['Streptococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
FR682616.1	{'genus': ['Roseovarius'], 'family': ['Rhodobacteraceae'], 'order': ['Rhodobacterales'], 'phylum': ['Proteobacteria']}
FR719956.1	{'genus': ['Roseovarius'], 'family': ['Rhodobacteraceae'], 'order': ['Rhodobacterales'], 'phylum': ['Proteobacteria']}
FR725450.1	{'genus': ['Nitrososphaera'], 'family': ['Nitrososphaeraceae'], 'order': ['Nitrososphaerales'], 'phylum': ['Thaumarchaeota']}
FR823450.1	{'genus': ['Campylobacter'], 'family': ['Campylobacteraceae'], 'order': ['Campylobacterales'], 'phylum': ['Proteobacteria']}
FR852584.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
GQ141189.1	{'genus': ['Bifidobacterium'], 'family': ['Bifidobacteriaceae'], 'order': ['Bifidobacteriales'], 'phylum': ['Actinobacteria']}
GQ153916.1	{'genus': ['not defined'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
GQ241246.1	{'genus': ['Clavibacter'], 'family': ['Microbacteriaceae'], 'order': ['Micrococcales'], 'phylum': ['Actinobacteria']}
GQ303259.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GQ303260.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GQ303262.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GQ303264.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GQ303265.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GQ303266.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GQ379227.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
GQ422450.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
GQ422451.1	{'genus': ['Salmonella'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
GQ478082.1	{'genus': ['Enterococcus'], 'family': ['Enterococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
GQ478083.1	{'genus': ['Enterococcus'], 'family': ['Enterococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
GQ478085.1	{'genus': ['Enterococcus'], 'family': ['Enterococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
GQ478087.1	{'genus': ['Enterococcus'], 'family': ['Enterococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
GQ900512.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
GQ915271.1	{'genus': ['Staphylococcus'], 'family': ['Staphylococcaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
GQ919031.1	{'genus': ['Streptomyces'], 'family': ['Streptomycetaceae'], 'order': ['Streptomycetales'], 'phylum': ['Actinobacteria']}
GQ979703.1	{'genus': ['Lactococcus'], 'family': ['Streptococcaceae'], 'order': ['Lactobacillales'], 'phylum': ['Firmicutes']}
GU060500.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GU071093.1	{'genus': ['Prochlorococcus'], 'family': ['Prochloraceae'], 'order': ['Synechococcales'], 'phylum': ['Cyanobacteria']}
GU080336.1	{'genus': ['Sulfolobus'], 'family': ['Sulfolobaceae'], 'order': ['Sulfolobales'], 'phylum': ['Crenarchaeota']}
GU196279.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
GU196281.1	{'genus': ['Escherichia'], 'family': ['Enterobacteriaceae'], 'order': ['Enterobacterales'], 'phylum': ['Proteobacteria']}
GU233956.1	{'genus': ['Bacillus'], 'family': ['Bacillaceae'], 'order': ['Bacillales'], 'phylum': ['Firmicutes']}
GU247132.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GU247133.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GU247134.1	{'genus': ['Mycobacterium'], 'family': ['Mycobacteriaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GU321093.1	{'genus': ['Haloarcula'], 'family': ['Haloarculaceae'], 'order': ['Halobacteriales'], 'phylum': ['Euryarchaeota']}
GU393987.1	{'genus': ['Caulobacter'], 'family': ['Caulobacteraceae'], 'order': ['Caulobacterales'], 'phylum': ['Proteobacteria']}
GU580940.1	{'genus': ['Rhodococcus'], 'family': ['Nocardiaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GU580941.1	{'genus': ['Rhodococcus'], 'family': ['Nocardiaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
GU580942.1	{'genus': ['Rhodococcus'], 'family': ['Nocardiaceae'], 'order': ['Corynebacteriales'], 'phylum': ['Actinobacteria']}
